word,category,frequency,length
regulation,noun,14,10
abuses,noun,7,6
electrical,adjective,46,10
evoked,verb,7,6
justified,verb,23,9
rationale,noun,6,9
inform,verb,7,6
hypocrisy,noun,7,9
foolish,adjective,16,7
rig,verb,5,3
marginal,adjective,26,8
manufacture,noun,18,11
accounting,verb,12,10
varied,verb,42,6
enterprises,noun,14,11
muscles,noun,31,7
accuse,verb,10,6
monopoly,noun,14,8
protection,noun,68,10
implicit,adjective,13,8
fellows,noun,18,7
tool,noun,40,4
theory,noun,129,6
govern,verb,7,6
facts,noun,87,5
flood,noun,19,5
usefulness,noun,11,10
folklore,noun,28,8
capitalism,noun,14,10
organizations,noun,61,13
ideology,noun,13,8
dictatorship,noun,13,12
invoked,verb,6,7
fantastic,adjective,20,9
evaluating,verb,7,10
occasional,adjective,37,10
irrational,adjective,8,10
nominal,adjective,11,7
sentences,noun,13,9
unprecedented,adjective,11,13
impersonal,adjective,14,10
devised,verb,16,7
rational,adjective,25,8
advocating,verb,6,10
gigantic,adjective,10,8
tortured,verb,9,8
reasoning,noun,16,9
ambition,noun,19,8
exercise,verb,58,8
commodities,noun,21,11
bags,noun,10,4
wheat,noun,9,5
agricultural,adjective,38,12
antagonism,noun,9,10
commodity,noun,7,9
adam,noun,44,4
wealth,noun,22,6
parliament,noun,16,10
combining,verb,10,9
customs,noun,18,7
monopolies,noun,5,10
denounced,verb,7,9
employers,noun,17,9
combinations,noun,19,12
convert,verb,12,7
pious,adjective,10,5
savage,noun,22,6
mechanics,noun,19,9
regulated,verb,7,9
manufactured,verb,11,12
article,noun,68,7
exist,verb,59,5
mechanic,noun,5,8
necessity,noun,40,9
measures,noun,49,8
aimed,verb,24,5
injunctions,noun,5,11
extend,verb,31,6
assuring,verb,10,8
airlines,noun,5,8
deemed,verb,15,6
exemption,noun,8,9
guise,noun,6,5
giant,adjective,23,5
consumers,noun,9,9
stating,verb,16,7
interpretation,noun,54,14
coal,noun,32,4
interfered,verb,5,10
indirect,adjective,21,8
gore,noun,7,4
erupted,verb,7,7
fronts,noun,7,6
congo,noun,57,5
chaos,noun,17,5
stirred,verb,15,7
tanks,noun,18,5
artillery,noun,11,9
dictator,noun,7,8
blunt,adjective,9,5
staffs,noun,8,6
endure,verb,8,6
rusk,noun,10,4
reacted,verb,12,7
invaded,verb,6,7
readiness,noun,15,9
carriers,noun,11,8
lexington,noun,7,9
exaggeration,noun,5,12
cautious,adjective,10,8
sorts,noun,12,5
chaotic,adjective,5,7
mountainous,adjective,6,11
indian,adjective,52,6
chinese,adjective,56,7
dulles,noun,9,6
specimen,noun,24,8
becoming,verb,57,8
seize,verb,6,5
drops,noun,18,5
transports,noun,5,10
cool,adjective,61,4
ominous,adjective,12,7
confront,verb,8,8
turmoil,noun,12,7
gates,noun,15,5
fought,verb,46,6
counting,verb,12,8
noses,noun,6,5
deadly,adjective,19,6
colmer,noun,6,6
gait,noun,8,4
swung,verb,48,5
suspicious,adjective,13,10
constituents,noun,10,12
embarrassing,verb,11,12
lukewarm,adjective,5,8
forgive,verb,24,7
rebellion,noun,13,9
whites,noun,16,6
tense,adjective,15,5
southerner,noun,8,10
mister,noun,10,6
inferior,adjective,7,8
leaked,verb,5,6
cannon,noun,7,6
purple,adjective,13,6
shouted,verb,40,7
dreadful,adjective,10,8
excluding,verb,16,9
pork,noun,10,4
barrel,noun,24,6
raged,verb,8,5
lose,verb,58,4
numbered,verb,9,8
smelling,verb,5,8
applying,verb,29,8
southerners,noun,26,11
version,noun,53,7
contrast,noun,74,8
guerrilla,noun,12,9
restrict,verb,11,8
humphrey,noun,6,8
phalanx,noun,5,7
notorious,adjective,8,9
mere,adjective,47,4
binding,verb,20,7
choke,verb,9,5
perennial,adjective,6,9
presiding,verb,10,9
painful,adjective,25,7
chore,noun,7,5
electoral,adjective,13,9
declaration,noun,24,11
tight,adjective,22,5
presidency,noun,11,10
lap,noun,19,3
disbelief,noun,6,9
licked,verb,10,6
bite,verb,10,4
holes,noun,39,5
augusta,noun,6,7
teeth,noun,103,5
washed,verb,35,6
scrambled,verb,9,9
tears,noun,34,5
sand,noun,28,4
slope,noun,19,5
coe,noun,5,3
hasty,adjective,5,5
recover,verb,11,7
putting,verb,54,7
beside,function,78,6
stared,verb,60,6
amazement,noun,10,9
rounds,noun,13,6
comfortable,adjective,37,11
closest,adjective,9,7
lean,adjective,20,4
disappointing,adjective,7,13
intact,adjective,14,6
deliberate,adjective,15,10
sight,noun,83,5
prestige,noun,29,8
paired,verb,6,6
whichever,function,6,9
awed,verb,5,4
instant,adjective,38,7
rivalry,noun,6,7
moist,adjective,11,5
consequences,noun,35,12
enormous,adjective,37,8
shaky,adjective,5,5
accurate,adjective,35,8
ugly,adjective,21,4
focus,noun,40,5
destined,verb,9,8
bogey,noun,5,5
roar,noun,13,4
landscape,noun,20,9
answered,verb,67,8
proceeded,verb,25,9
sink,verb,23,4
rolling,verb,19,7
gifted,adjective,13,6
dominate,verb,8,8
contemptuous,adjective,6,12
earnest,adjective,18,7
aggressiveness,noun,5,14
stepped,verb,40,7
measuring,verb,29,9
pine,noun,14,4
separating,verb,7,10
settling,verb,11,8
hoping,verb,30,6
forget,verb,54,6
switched,verb,16,8
drives,verb,6,6
muscular,adjective,16,8
awe,noun,5,3
pearson,noun,12,7
angels,noun,24,6
borders,verb,12,7
ridiculous,adjective,19,10
borrowed,verb,14,8
successive,adjective,12,10
grumble,verb,7,7
peril,noun,8,5
endurance,noun,16,9
herman,noun,10,6
amazing,adjective,20,7
spurred,verb,6,7
paces,noun,7,5
flourish,noun,5,8
ideal,adjective,61,5
easier,adjective,45,6
concede,verb,8,7
quote,noun,17,5
enjoys,verb,10,6
seeing,verb,86,6
cerv,noun,5,4
couch,noun,12,5
divide,verb,14,6
cooking,noun,32,7
breakfast,noun,53,9
sandwich,noun,10,8
backgrounds,noun,7,11
minors,noun,5,6
recalls,verb,12,7
wished,verb,55,6
extent,noun,110,6
hair,noun,148,4
shoulders,noun,51,9
purchases,verb,16,9
classified,verb,14,10
literary,adjective,78,8
broadened,verb,7,9
minds,noun,56,5
passages,noun,20,8
reporter,noun,20,8
surprising,adjective,30,10
ballplayer,noun,5,10
pleasant,noun,38,8
photographers,noun,6,13
cooperative,adjective,20,11
locker,noun,9,6
volunteered,verb,5,11
anecdote,noun,9,8
occasions,noun,22,9
dumb,adjective,13,4
angry,adjective,45,5
dutch,noun,15,5
farrell,noun,6,7
gentlemen,noun,21,9
heroes,noun,17,6
kidding,verb,7,7
aching,verb,6,6
crushed,verb,10,7
vowed,verb,5,5
ties,noun,15,4
zinc,noun,10,4
cents,noun,26,5
possess,verb,17,7
dug,verb,15,3
fierce,adjective,8,6
seconds,noun,27,7
dash,noun,11,4
swift,adjective,33,5
daring,verb,12,6
weapon,noun,42,6
weaker,adjective,8,6
startling,adjective,19,9
grew,verb,64,4
disinterested,adjective,5,13
sweater,noun,14,7
frankie,noun,17,7
fitzgerald,noun,6,10
australia,noun,11,9
cats,noun,18,4
pentagon,noun,13,8
accumulation,noun,11,12
vines,noun,8,5
weeds,noun,5,5
lifted,verb,43,6
belonged,verb,17,8
someone,noun,94,7
socks,noun,7,5
window,noun,119,6
elder,adjective,15,5
statesman,noun,12,9
adlai,noun,7,5
stevenson,noun,15,9
greene,noun,13,6
oldest,adjective,14,6
undergraduate,noun,11,13
forte,noun,6,5
lad,noun,6,3
tapped,verb,7,6
tooling,verb,5,7
smothered,verb,6,9
exhaust,noun,7,7
gaudy,adjective,7,5
racing,verb,22,6
lazy,adjective,9,4
virtues,noun,15,7
interviewed,verb,12,11
comedian,noun,5,8
confided,verb,8,8
experiment,noun,63,10
then,adjective,28,4
impressions,noun,25,11
glimpsed,verb,5,8
sly,adjective,5,3
collecting,verb,13,10
headlines,noun,7,9
legend,noun,26,6
fortune,noun,25,7
dying,verb,34,5
boom,noun,8,4
bargain,noun,7,7
continent,noun,17,9
barge,verb,7,5
drivers,noun,24,7
picasso,noun,14,7
hung,verb,65,4
trusted,verb,11,7
ernst,noun,5,5
arranged,verb,44,8
prizes,noun,6,6
glanced,verb,25,7
treasures,noun,6,9
revenge,noun,7,7
bare,adjective,29,4
applicant,noun,8,9
classrooms,noun,5,10
admit,verb,37,5
alabama,noun,20,7
hamilton,noun,17,8
holmes,noun,37,6
skins,noun,7,5
journalism,noun,13,10
investigators,noun,13,13
lasted,verb,12,6
ritual,noun,25,6
prostitution,noun,10,12
beatnik,noun,7,7
evasive,adjective,5,7
lied,verb,6,4
desegregated,verb,6,12
catch,noun,43,5
chancellor,noun,14,10
hunt,noun,10,4
gripped,verb,12,7
statesmen,noun,8,9
conant,noun,7,6
successors,noun,6,10
trustee,noun,9,7
lure,verb,7,4
scholars,noun,27,8
discovering,verb,7,11
reign,noun,7,5
enrollment,noun,6,10
recruit,verb,10,7
unexpected,adjective,23,10
journal,noun,42,7
philosopher,noun,16,11
finger,noun,40,6
belgians,noun,21,8
grabbing,noun,5,8
quarreling,verb,5,10
tribes,noun,12,6
historical,adjective,71,10
boundaries,noun,14,10
geography,noun,5,9
ethnic,adjective,13,6
groupings,noun,9,9
culture,noun,58,7
religions,noun,18,9
ancestor,noun,7,8
ranges,verb,10,6
patients,noun,36,8
belgian,adjective,14,7
administered,verb,14,12
touched,verb,42,7
conscience,noun,40,10
commencing,verb,8,10
independence,noun,70,12
congolese,adjective,12,9
infant,noun,11,6
tin,noun,12,3
uranium,noun,6,7
describes,verb,22,9
anaconda,noun,14,8
producing,verb,35,9
ruthless,adjective,7,8
exploited,verb,9,9
compassion,noun,5,10
instituted,verb,12,10
ration,noun,10,6
obliged,verb,21,7
eat,verb,61,3
hungry,adjective,23,6
puzzle,verb,10,6
indefinite,adjective,8,10
fearing,verb,5,7
elite,noun,13,5
unrest,noun,5,6
unprepared,adjective,6,10
prepare,verb,35,7
colonies,noun,7,8
mess,noun,22,4
motivations,noun,5,11
kasavubu,noun,5,8
tshombe,noun,7,7
patrice,noun,5,7
lumumba,noun,12,7
hurry,noun,36,5
fragmentation,noun,5,13
provincial,adjective,9,10
provinces,noun,12,9
katanga,noun,21,7
universal,adjective,45,9
assume,verb,63,6
respectable,adjective,21,11
commenced,verb,7,9
engulfed,verb,5,8
succeeding,verb,6,10
blamed,verb,7,6
vague,adjective,25,5
withdrawal,noun,6,10
hammarskjold,noun,16,12
preferable,adjective,6,10
sweden,noun,10,6
reluctant,adjective,15,9
withdraw,verb,8,8
complicated,verb,30,11
wars,noun,26,4
secede,verb,10,6
flung,verb,14,5
departed,verb,9,8
uniformed,adjective,7,9
mercenaries,noun,12,11
interfere,verb,9,9
appropriate,adjective,68,11
occurrence,noun,30,10
resort,noun,12,6
reliance,noun,7,8
mediterranean,noun,7,13
dapper,adjective,6,6
outer,adjective,31,5
abstention,noun,5,10
conferred,verb,5,9
longer,adjective,69,6
aisle,noun,6,5
bent,verb,34,4
stomach,noun,37,7
sick,adjective,51,4
desert,noun,21,6
guns,noun,42,4
recruits,noun,8,8
awoke,verb,9,5
nut,noun,15,3
volunteer,verb,9,9
immigration,noun,10,11
surged,verb,7,6
consumed,verb,13,8
airplane,noun,11,8
steal,verb,5,5
shadows,noun,20,7
mountains,noun,43,9
pry,verb,6,3
luggage,noun,10,7
coolidge,noun,26,8
beardens,noun,5,8
slug,noun,10,4
simmons,noun,10,7
raced,verb,12,5
flattened,verb,6,9
silenced,verb,5,8
engines,noun,17,7
crosby,noun,5,6
eased,verb,8,5
distracted,verb,5,10
pocket,noun,46,6
nodded,verb,51,6
unanimity,noun,5,9
requested,verb,12,9
labeled,verb,9,7
bombers,noun,22,7
stew,noun,5,4
ceased,verb,12,6
maine,noun,9,5
menu,noun,5,4
drab,adjective,5,4
bean,noun,5,4
soup,noun,16,4
ventured,verb,5,8
turnpikes,noun,10,9
toll,noun,16,4
speculative,adjective,8,11
streams,noun,11,7
investments,noun,6,11
slipped,verb,32,7
rises,noun,20,5
risen,verb,10,5
unmarried,adjective,6,9
happening,verb,28,9
turnpike,noun,15,8
slumped,verb,8,7
preceding,verb,30,9
successes,noun,22,9
extensions,noun,8,10
access,noun,24,6
illustration,noun,23,12
deficiency,noun,11,10
opportunities,noun,51,13
planners,noun,13,8
margins,noun,6,7
luther,noun,5,6
fiat,noun,13,4
calculating,verb,7,11
enables,verb,9,7
fraction,noun,23,8
skilled,adjective,30,7
exports,noun,11,7
layout,noun,6,6
vigor,noun,14,5
textiles,noun,15,8
imports,noun,15,7
textile,noun,28,7
industrialized,verb,9,14
limiting,verb,11,8
capture,verb,17,7
protest,verb,23,7
spanish,adjective,36,7
pour,verb,7,4
gradual,adjective,16,7
clue,noun,15,4
modernization,noun,13,13
feasible,adjective,15,8
forcing,verb,13,7
shrink,verb,5,6
handwriting,noun,5,11
miners,noun,5,6
cheap,adjective,23,5
mouths,noun,8,6
wales,noun,10,5
markets,noun,31,7
ton,noun,13,3
cheaper,adjective,10,7
rail,noun,16,4
mines,noun,28,5
seams,noun,9,5
twisting,verb,11,8
productivity,noun,17,12
fiction,noun,46,7
sorry,adjective,48,5
variations,noun,22,10
libraries,noun,28,9
readers,noun,37,7
lovers,noun,10,6
budgets,noun,5,7
exceed,verb,18,6
richest,adjective,5,7
plight,noun,7,6
limitations,noun,28,11
contrasts,noun,11,9
density,noun,31,7
extreme,noun,62,7
upper,adjective,72,5
populated,verb,12,9
nassau,noun,14,6
ample,adjective,16,5
wary,adjective,7,4
cherish,verb,5,7
joining,verb,15,7
radical,adjective,30,7
autonomy,noun,18,8
preserved,verb,19,9
maintains,verb,16,9
advantages,noun,28,10
librarians,noun,6,10
distant,adjective,37,7
requires,verb,57,8
volumes,noun,44,7
nucleus,noun,11,7
develops,verb,11,8
capita,noun,16,6
recognizes,verb,10,10
broaden,verb,8,7
everyday,adjective,12,8
tools,noun,34,5
specialization,noun,10,14
founding,verb,16,8
periodicals,noun,5,11
connected,verb,33,9
canvas,noun,19,6
psychology,noun,14,10
religion,noun,119,8
biography,noun,13,9
centered,verb,14,8
comprehensive,adjective,19,13
saves,verb,5,5
bulk,noun,16,4
discounts,noun,5,9
bookkeeping,noun,5,11
resource,noun,9,8
catalogue,noun,8,9
classics,noun,9,8
balloon,noun,10,7
understands,verb,6,11
responsibilities,noun,25,16
sample,noun,57,6
copies,noun,18,6
evaluate,verb,13,8
displays,noun,21,8
governed,verb,15,8
bear,verb,57,4
borne,verb,8,5
multiplying,verb,8,11
citizen,noun,30,7
advances,noun,18,8
educated,verb,21,8
discriminating,adjective,7,14
slave,noun,30,5
spiritual,adjective,64,9
restraint,noun,11,9
grows,verb,22,5
translate,verb,15,9
pupils,noun,25,6
render,verb,11,6
richer,adjective,5,6
fuller,adjective,8,6
conjunction,noun,16,11
abandoning,verb,7,10
budgeting,verb,7,9
insured,verb,6,7
await,verb,9,5
drag,noun,15,4
limits,noun,41,6
repeal,noun,7,6
fireworks,noun,5,9
spared,verb,9,6
resolutions,noun,6,11
answers,noun,44,7
governors,noun,8,9
penetrating,adjective,14,11
harder,adjective,9,6
peeled,verb,5,6
coupling,verb,9,8
undertaking,noun,5,11
abundant,adjective,9,8
strengthens,verb,5,11
replacing,verb,9,9
retaliation,noun,6,11
removes,verb,5,7
hers,function,16,4
stance,noun,6,6
guess,verb,56,5
soviets,noun,12,7
bluff,noun,8,5
builds,verb,7,6
dekalb,noun,6,6
minimum,adjective,68,7
demonstrating,verb,6,13
touring,verb,7,7
observed,verb,74,8
chin,noun,25,4
sounds,verb,55,6
deserve,verb,12,7
intensive,adjective,15,9
helpful,adjective,29,7
trujillo,noun,12,8
dominican,noun,14,9
deserved,verb,12,8
caribbean,noun,7,9
deaths,noun,8,6
maria,noun,11,5
schemes,noun,6,7
uncovered,verb,7,9
tends,verb,34,5
silence,noun,52,7
criticism,noun,40,9
vanity,noun,7,6
maintained,verb,48,10
chanted,verb,6,7
friendship,noun,27,10
repression,noun,6,10
tyranny,noun,11,7
confines,noun,7,8
precious,adjective,29,8
stability,noun,13,9
vacuum,noun,20,6
creates,verb,13,7
breathe,verb,7,7
parkway,noun,6,7
cabin,noun,23,5
echo,noun,10,4
constitute,verb,29,10
presenting,verb,10,10
inference,noun,7,9
wartime,noun,6,7
blockade,noun,16,8
sector,noun,13,6
provocative,adjective,7,11
isolating,verb,5,9
recognizing,verb,10,11
exists,verb,42,6
stray,adjective,12,5
recovered,verb,9,9
remembering,verb,17,11
misgivings,noun,5,10
salami,noun,7,6
dispatch,noun,8,8
dome,noun,17,4
conquest,noun,9,8
endless,adjective,20,7
seas,noun,10,4
symbolized,verb,11,10
valleys,noun,5,7
roam,verb,6,4
zoo,noun,9,3
specimens,noun,13,9
wooded,adjective,5,6
grasslands,noun,6,10
unbroken,adjective,7,8
settlers,noun,12,8
whisky,noun,23,6
prohibition,noun,13,11
commercials,noun,10,11
distilled,verb,10,9
ads,noun,10,3
suffer,verb,33,6
glamour,noun,5,7
bourbon,noun,8,7
sipping,verb,8,7
faction,noun,5,7
awkward,adjective,11,7
links,noun,7,5
ills,noun,9,4
shortcomings,noun,5,12
regulars,noun,6,8
bosses,noun,5,6
sticks,noun,22,6
australian,adjective,9,10
dealings,noun,7,8
tempted,verb,13,7
terrain,noun,8,7
enjoyment,noun,21,9
aim,noun,37,3
ironic,adjective,13,6
concept,noun,85,7
militant,adjective,8,8
minority,noun,20,8
seal,verb,17,4
overwhelming,adjective,20,12
backing,verb,8,7
sturdy,adjective,16,6
habitat,noun,14,7
flourished,verb,6,10
forceful,adjective,8,8
classify,verb,6,8
frontier,noun,30,8
persuasion,noun,9,10
politician,noun,13,10
theirs,function,21,6
audiences,noun,16,9
nod,noun,12,3
dramas,noun,6,6
gripping,verb,6,8
chatter,noun,7,7
persuading,verb,5,10
generations,noun,23,11
coincided,verb,6,9
loved,verb,56,5
revolution,noun,70,10
fighter,noun,9,7
recall,verb,39,6
hopeless,adjective,14,8
partisan,noun,21,8
campaigns,noun,17,9
jungle,noun,20,6
murderers,noun,5,9
excuse,noun,28,6
mistaken,verb,17,8
italians,noun,7,8
savages,noun,6,7
contrary,adjective,52,8
piled,verb,16,5
sanction,noun,11,8
occurrences,noun,10,11
anarchy,noun,7,7
incapable,adjective,11,9
commanding,verb,11,10
bury,verb,6,4
wake,verb,23,4
ruin,noun,14,4
invade,verb,5,6
weak,adjective,32,4
mandate,noun,7,7
inconsistent,adjective,5,12
realism,noun,24,7
courage,noun,32,7
magnitude,noun,29,9
urge,verb,21,4
editorial,noun,42,9
telegraphers,noun,5,12
secured,verb,11,7
misplaced,verb,7,9
attrition,noun,5,9
applicable,adjective,18,10
humidity,noun,8,8
peaceful,adjective,26,8
abiding,verb,5,7
moon,noun,60,4
backward,adjective,5,8
dimensions,noun,30,10
triggered,verb,7,9
drink,verb,82,5
coexistence,noun,11,11
fools,noun,5,5
humble,adjective,18,6
domes,noun,8,5
spreading,verb,16,9
algerian,noun,5,8
craft,noun,23,5
unwelcome,adjective,5,9
shadow,noun,36,6
conventions,noun,9,11
contents,noun,16,8
stealing,verb,6,8
symptomatic,adjective,7,11
holding,verb,65,7
customer,noun,27,8
suspension,noun,12,10
maze,noun,6,4
regulatory,adjective,5,10
shock,noun,31,5
dag,noun,7,3
tragic,adjective,33,6
momentous,adjective,8,9
bloody,adjective,8,6
bullets,noun,21,7
overt,adjective,11,5
uncompromising,adjective,5,14
defended,verb,18,8
resolved,verb,21,8
conflicts,noun,9,9
solutions,noun,29,9
mankind,noun,39,7
hardest,adjective,9,7
consensus,noun,7,9
graves,noun,9,6
pinched,verb,7,7
yielded,verb,12,7
prior,adjective,7,5
worthwhile,adjective,8,10
compilation,noun,11,11
documented,verb,6,10
paragraphs,noun,14,10
singer,noun,10,6
complaints,noun,8,10
progressed,verb,13,10
assess,verb,6,6
spectrum,noun,14,8
unification,noun,9,11
emerging,verb,15,8
fashioned,verb,7,9
astonishing,adjective,8,11
soul,noun,47,4
germans,noun,27,7
captive,adjective,5,7
approaches,verb,25,10
flexibility,noun,16,11
draws,verb,14,5
amusing,adjective,14,7
spectacle,noun,18,9
sprouting,verb,6,9
root,noun,30,4
commendable,adjective,5,11
blanket,noun,30,7
crude,adjective,15,5
affinity,noun,5,8
preference,noun,9,10
patriotic,adjective,10,9
apprehensions,noun,5,13
falling,verb,33,7
tropical,adjective,11,8
unlimited,adjective,13,9
underneath,function,9,10
devise,verb,8,6
hide,verb,22,4
objections,noun,13,10
commissions,noun,11,11
intent,noun,14,6
sovereignty,noun,28,11
guarantees,noun,8,10
plug,verb,23,4
submit,verb,18,6
restoration,noun,11,11
lined,verb,16,5
juan,noun,7,4
breach,noun,6,6
automation,noun,6,10
disastrous,adjective,16,10
rows,noun,16,4
pouring,verb,9,7
predictable,adjective,8,11
clearer,adjective,15,7
layers,noun,10,6
innovation,noun,7,10
fearful,adjective,13,7
assistants,noun,11,10
restore,verb,9,7
subordinates,noun,9,12
forecasting,verb,9,11
hazardous,adjective,5,9
specialist,noun,16,10
cake,noun,13,4
predicting,verb,6,10
stride,noun,16,6
keel,noun,6,4
hurricane,noun,8,9
posture,noun,13,7
convictions,noun,20,11
sighted,verb,7,7
reluctance,noun,5,10
sliding,verb,11,7
interrupted,verb,18,11
shoreline,noun,6,9
presses,verb,9,7
spaces,noun,11,6
unimportant,adjective,9,11
udall,noun,6,5
preserves,noun,11,9
recreation,noun,43,10
formidable,adjective,16,10
cattle,noun,97,6
nest,verb,20,4
dunes,noun,8,5
sentiment,noun,23,9
applicants,noun,10,10
expecting,verb,18,9
diet,noun,21,4
findings,noun,34,8
countryside,noun,7,11
sits,verb,6,4
stagnant,adjective,5,8
region,noun,76,6
reflects,verb,23,8
confined,verb,16,8
stimulating,verb,9,11
ellis,noun,7,5
impartial,adjective,8,9
outlined,verb,6,8
depressed,verb,11,9
accommodate,verb,14,11
vacant,adjective,11,6
unstable,adjective,8,8
shy,verb,13,3
civic,adjective,23,5
sides,noun,100,5
acceleration,noun,17,12
confess,verb,11,7
tammany,noun,7,7
tiger,noun,7,5
shame,noun,21,5
elephant,noun,7,8
faget,noun,5,5
batista,noun,7,7
preposterous,adjective,5,12
refugees,noun,7,8
screening,verb,5,9
haven,noun,11,5
disturb,verb,10,7
rests,verb,18,5
searching,verb,23,9
salvage,noun,5,7
repeat,verb,26,6
strife,noun,6,6
postcard,noun,7,8
ridicule,noun,5,8
lent,verb,5,4
compounded,verb,12,10
vein,noun,25,4
cunard,noun,5,6
influenced,verb,16,10
consideration,noun,49,13
eagle,noun,5,5
airways,noun,6,7
dominance,noun,11,9
maxwell,noun,11,7
mobilization,noun,5,12
guerrillas,noun,17,10
destroyed,verb,39,9
stored,verb,36,6
floods,noun,6,6
divisions,noun,15,9
axes,noun,7,4
slippery,adjective,5,8
operational,adjective,25,11
integrity,noun,10,9
instructions,noun,35,12
servant,noun,19,7
importance,noun,108,10
geographic,adjective,6,10
arguing,verb,10,7
confused,verb,44,8
irrelevant,adjective,14,10
beings,noun,36,6
inaction,noun,6,8
partnership,noun,18,11
diminished,verb,10,10
spite,noun,56,5
borough,noun,5,7
retaining,verb,7,9
housekeeping,noun,7,12
document,noun,13,8
safeguard,noun,5,9
beneficial,adjective,11,10
selecting,verb,15,9
blankets,verb,11,8
horn,noun,31,4
reflection,noun,32,10
publishers,noun,11,10
editors,noun,18,7
downfall,noun,5,8
contribute,verb,44,10
admiration,noun,10,10
rage,noun,16,4
bold,adjective,21,4
utopia,noun,24,6
clues,noun,10,5
evident,adjective,56,7
contradiction,noun,13,13
humanity,noun,28,8
assurance,noun,19,9
shattered,verb,13,9
concerning,function,62,10
permissive,adjective,5,10
psychological,adjective,41,13
recommending,verb,8,12
implications,noun,22,12
conscientious,adjective,10,13
gratitude,noun,9,9
straightforward,adjective,8,15
junk,noun,8,4
fascinating,adjective,20,11
accordance,noun,20,10
loads,noun,10,5
postal,adjective,7,6
trembling,verb,26,9
cannery,noun,14,7
calf,noun,11,4
seeds,noun,42,5
blossom,verb,7,7
vegetables,noun,16,10
cans,noun,5,4
rivers,noun,17,6
grey,adjective,12,4
canning,verb,7,7
dairy,noun,19,5
echoed,verb,7,6
beans,noun,9,5
forgiveness,noun,15,11
poise,noun,6,5
grudge,noun,7,6
pastor,noun,17,6
forgiven,verb,6,8
envy,noun,7,4
heavenly,adjective,9,8
prayer,noun,28,6
disciples,noun,5,9
debts,noun,12,5
implies,verb,16,7
sin,verb,53,3
till,function,49,4
unto,function,16,4
prayed,verb,12,6
meaningful,adjective,24,10
shrill,adjective,7,6
girlish,adjective,5,7
commotion,noun,6,9
subsided,verb,5,8
sprawled,verb,11,8
drinking,verb,48,8
beg,verb,11,3
frighten,verb,11,8
honesty,noun,10,7
certainty,noun,21,9
breathless,adjective,5,10
obscured,verb,7,8
bore,verb,24,4
oh,function,122,2
wonders,noun,8,7
stranded,verb,7,8
honey,noun,25,5
periods,noun,47,7
heaven,noun,43,6
enchanting,adjective,9,10
jokes,noun,9,5
cartoons,noun,6,8
rector,noun,33,6
clergy,noun,12,6
lonely,adjective,25,6
blessed,verb,13,7
unworthy,adjective,5,8
believers,noun,5,9
earthly,adjective,6,7
infinite,noun,19,8
congregations,noun,18,13
conform,verb,10,7
conceptions,noun,9,11
stress,noun,107,6
heir,noun,7,4
saints,noun,6,6
suffers,verb,5,7
podger,noun,21,6
sadness,noun,6,7
bursting,verb,13,8
porch,noun,43,5
woven,verb,9,5
cloth,noun,43,5
hammock,noun,5,7
hanging,verb,28,7
breeze,noun,14,6
caressing,verb,5,9
rhythmic,adjective,11,8
drift,noun,18,5
voices,noun,38,6
sweep,verb,15,5
feather,noun,6,7
shaft,noun,11,5
drifted,verb,9,7
floating,verb,12,8
turtle,noun,8,6
relic,noun,6,5
signaling,verb,5,9
withdrew,verb,9,8
phenomenon,noun,35,10
darkness,noun,43,8
midday,noun,5,6
smiled,verb,71,6
wrap,verb,5,4
thanked,verb,6,7
cat,noun,23,3
rubbed,verb,18,6
hopped,verb,5,6
chilly,adjective,5,6
hum,noun,5,3
pam,noun,8,3
dad,noun,15,3
lighted,verb,29,7
emerged,verb,26,7
examples,noun,53,8
nashville,noun,7,9
progressive,adjective,17,11
grades,noun,23,6
tolerant,adjective,9,8
resume,verb,16,6
impatience,noun,10,10
eloquent,adjective,11,8
counters,noun,8,8
establishments,noun,8,14
neighborhoods,noun,17,13
ashamed,adjective,16,7
sprung,verb,8,6
objects,noun,65,7
freeways,noun,5,8
cruising,verb,7,8
freeway,noun,5,7
jam,noun,6,3
adjacent,adjective,12,8
ambivalent,adjective,6,10
accelerate,verb,5,10
natives,noun,11,7
enlightened,verb,7,11
manhood,noun,6,7
fist,noun,25,4
courtesy,noun,7,8
injustice,noun,16,9
encountered,verb,30,11
thinker,noun,6,7
hell,noun,95,4
angle,noun,51,5
conceivable,adjective,11,11
exceptional,adjective,19,11
duplicate,verb,6,9
hunch,noun,7,5
notch,noun,6,5
thumb,noun,10,5
jammed,verb,8,6
bounce,verb,8,6
cage,noun,9,4
autistic,adjective,13,8
fault,noun,22,5
treats,verb,14,6
deviation,noun,14,9
adapt,verb,5,5
disturbed,verb,26,9
experiences,noun,53,11
fingers,noun,66,7
uncomfortable,adjective,14,13
accustomed,verb,15,10
ingenuity,noun,5,9
dear,adjective,54,4
diagnosis,noun,13,9
nursery,noun,13,7
reality,noun,79,7
parenthood,noun,6,10
wagon,noun,55,5
coloring,verb,7,8
nervous,adjective,24,7
relaxed,verb,14,7
traits,noun,6,6
enjoying,verb,17,8
immature,adjective,7,8
staying,verb,17,7
paint,verb,37,5
circles,noun,32,7
incoming,adjective,5,8
rug,noun,13,3
versions,noun,9,8
bronze,adjective,11,6
winding,verb,9,7
suggests,verb,29,8
patterns,noun,47,8
depicted,verb,8,8
salad,noun,9,5
